Case,index,REF_gradU_11,REF_gradU_12,REF_gradU_13,REF_gradU_21,REF_gradU_22,REF_gradU_23,REF_gradU_31,REF_gradU_32,REF_gradU_33,w1,w2,w3,w4,w5,w6
squareDuctAve_Re_1100,1616,0.0,-2.2164745,2.1116867,0.0,-0.0005488778,0.011510182,0.0,0.010991747,0.00096682116,-6.533833666489658,0.06365587686618558,-0.06929151683989952,-12.876197716866397,2.2552165627317486,-12.295420399410403
squareDuctAve_Re_1100,1617,4.598615e-15,-2.4245288,1.8981678,8.981665e-18,-0.0027281193,0.00949562,-2.245425e-18,0.011665465,0.0025659758,-6.694009397483262,0.06478770366432922,-0.05226028053437215,-13.215462012376328,2.244536418086644,-12.345267884750287
squareDuctAve_Re_1100,1618,-4.313132e-15,-2.540546,1.7077885,-1.6232993000000002e-17,-0.0040134904,0.007858247,1.0529937e-18,0.010115815,0.0036093083,-6.856139325144443,0.065631817992413,-0.03776138037191079,-13.55314990793727,2.2158117864485916,-12.390313602632615
squareDuctAve_Re_1100,1619,0.0,-2.6514015,1.6574663,0.0,-0.004942593,0.0074455915,0.0,0.007809792,0.0038390774,-7.052271022389471,0.06181072291360917,-0.021458234082360413,-13.883644602339174,2.1156421985143905,-12.436809306803374
squareDuctAve_Re_1100,1620,-4.1834044e-16,-2.5002782,1.4660025,-8.170947999999999e-19,-0.003676817,0.005960981,-1.854587e-18,0.0056835418,0.0045183287,-7.239689678559927,0.061467993793155325,-0.008283705123038295,-14.288988626257805,2.0576833695474517,-12.488219362000814
squareDuctAve_Re_1100,1621,6.0771632e-15,-2.7983124,1.2674853,1.1869453e-17,-0.0056734215,0.004578514,0.0,0.0053042653,0.0048815506,-7.4456487511928,0.058871968685152785,0.0027478040775167824,-14.648379507459474,1.9406628874429137,-12.546652682216894
squareDuctAve_Re_1100,1622,7.856123e-15,-2.7491858,1.1661303,7.672024e-18,-0.0049056043,0.0039530136,7.672024e-18,0.0032236902,0.004902469,-7.693956566986059,0.05254890394251061,0.013412558582063711,-14.994883699018262,1.7664517291451896,-12.638936862733585
squareDuctAve_Re_1100,1623,0.0,-2.9478405,1.050013,0.0,-0.005371953,0.0032557037,0.0,0.0011736221,0.004889795,-7.939342704751155,0.04956559492615792,0.021967581152792875,-15.444230336679567,1.6401977308568711,-12.745207007582398
squareDuctAve_Re_1100,1624,0.0,-2.776033,0.89460725,0.0,-0.0039336686,0.00241777,0.0,0.00036668146,0.0046919947,-8.208512507849466,0.046215014180896664,0.029730125394416575,-15.953838983671712,1.4986777765693342,-12.872292824583644
squareDuctAve_Re_1100,1625,0.0,-3.0998797,0.72861207,0.0,-0.005014335,0.001650157,0.0,-0.0011957446,0.004258838,-8.52128940384396,0.04145998392686372,0.03586755507918084,-16.47809590474193,1.334838957508556,-13.05437618027877
squareDuctAve_Re_1100,1626,0.0,-2.925912,0.5979578,0.0,-0.003614951,0.0011441848,0.0,-0.0015860237,0.0037619958,-8.897517722836188,0.03485341274401873,0.04051804572736008,-17.047209222846853,1.1537009775865876,-13.315270571301422
squareDuctAve_Re_1100,1627,0.0,-3.201695,0.46295327,0.0,-0.0036859068,0.000705069,0.0,-0.0037462062,0.0031278827,-9.28818802440439,0.031558315823074876,0.04546206268795575,-17.766333241535882,0.9968460051563292,-13.581982540398263
squareDuctAve_Re_1100,1628,0.0,-3.169909,0.3874364,0.0,-0.002706508,0.00050645764,0.0,-0.0043213554,0.002710691,-9.851041151329367,0.023047035710821874,0.04770908223007325,-18.356055985135697,0.7515283925509585,-14.049703934052333
squareDuctAve_Re_1100,1629,0.0,-3.3074906,0.24969262,0.0,-0.0021387076,0.00021707197,0.0,-0.005671587,0.0018607298,-10.49416371922117,0.01716355933297005,0.05210118568517835,-18.394408156378724,0.45021346061331646,-14.561663304701923
squareDuctAve_Re_1100,1630,0.0,-3.20462,0.15137647,0.0,-0.001159222,8.073851e-05,0.0,-0.005263529,0.0011762062,-11.565382900155807,0.008718517398314952,0.05227160577272601,-18.414014326919702,0.19514485993608388,-15.563260471468189
squareDuctAve_Re_1100,1631,0.0,-3.4124033,0.0550307,0.0,-0.0004582464,1.2417794e-05,0.0,-0.0069842283,0.00044215418,-13.607135403225117,0.004147900474612605,0.05632197119782973,-18.4198818377694,0.038735271202566576,-17.48086560733093
squareDuctAve_Re_1100,1632,0.0,3.5823605,0.05711704,0.0,-0.0009062622,-1.6615008e-05,0.0,0.019186331,0.0010387476,-13.515278593636495,-0.003444639131722807,0.1000066994461479,-18.420262780408873,-0.034912731602833626,-16.961446602596826
squareDuctAve_Re_1100,1633,1.7601423e-15,3.4151707,0.1344769,-8.594446399999999e-19,-0.0024465215,-7.993844e-05,6.875532e-18,0.016016427,0.0023702919,-11.446875375378742,-0.012169694504362963,0.09673405976138129,-18.41419750637627,-0.20976972368690933,-15.02468624186075
squareDuctAve_Re_1100,1634,0.0,3.4479163,0.2686627,0.0,-0.004099838,-0.00031621786,0.0,0.016000152,0.0044329544,-10.386387038980736,-0.023192336208200014,0.09691858641634195,-18.395996415018125,-0.46379143366806014,-14.06083492737815
squareDuctAve_Re_1100,1635,0.0,3.3015509,0.30195734,0.0,-0.005294726,-0.0003871666,0.0,0.013202586,0.004919911,-9.727384752847788,-0.03218970903745417,0.0918555889319637,-18.354001150303827,-0.7585283763449977,-13.543327843205166
squareDuctAve_Re_1100,1636,8.6031564e-16,3.2916453,0.5008506,-8.401520499999999e-19,-0.0068301507,-0.0010274992,3.3606065000000003e-18,0.012042799,0.0073691476,-9.171338693497159,-0.042721664605074185,0.0904315154808283,-17.46436270903521,-0.9298980071415843,-13.101064548504946
squareDuctAve_Re_1100,1637,-5.7843207e-15,3.1368036,0.5339186,5.648748e-18,-0.007823385,-0.0011481327,-2.259498e-17,0.009061935,0.007745518,-8.768346745785216,-0.04901058717694193,0.08472156122970038,-16.762505678530953,-1.085019605695792,-12.83851347270788
squareDuctAve_Re_1100,1638,3.2813832e-15,3.1340802,0.6731469,-6.408965599999999e-18,-0.008976829,-0.0017715454,1.2817895e-17,0.007843752,0.009070207,-8.40453706884473,-0.05736960010914374,0.0798289587749643,-16.19021164709911,-1.2434716850897525,-12.612744338809081
squareDuctAve_Re_1100,1639,-4.0762283e-15,3.180386,0.80530655,0.0,-0.0100467885,-0.00247638,-1.5922764e-17,0.007118857,0.010064763,-8.089649215103659,-0.06541515046836702,0.07298033241623059,-15.674913806206803,-1.4017172618206004,-12.45325981800124
squareDuctAve_Re_1100,1640,0.0,3.077824,0.90117496,0.0,-0.010609217,-0.0030525064,0.0,0.004732971,0.010630163,-7.809036143352714,-0.0730624054862741,0.06418801307209838,-15.176805785939324,-1.5401173745122068,-12.336478875073333
squareDuctAve_Re_1100,1641,1.858662e-15,2.932759,1.126885,-3.6301946e-18,-0.011001608,-0.0045703636,0.0,0.0015114922,0.0115609905,-7.5368041060074,-0.08344831598559073,0.05404829110310422,-14.757545259538274,-1.693558284935861,-12.235224906377994
squareDuctAve_Re_1100,1642,-3.7316998e-15,2.776432,1.171969,0.0,-0.010784497,-0.00488981,0.0,-0.0013518995,0.011706191,-7.320975298236446,-0.08838671356948945,0.04242857939107622,-14.370976810706262,-1.800811971494183,-12.178730019343321
squareDuctAve_Re_1100,1643,-3.2530874e-15,2.945139,1.3295455,-2.9183296e-17,-0.012523138,-0.0061454847,2.9183296e-17,-0.0026161626,0.011846664,-7.109967637618442,-0.09506196208796394,0.028875576906303078,-14.014085321950848,-1.9096101236237049,-12.130964769689758
squareDuctAve_Re_1100,1644,0.0,2.6637921,1.5552754,0.0,-0.010674771,-0.008115425,0.0,-0.004691173,0.01156609,-6.906765500680366,-0.10157727871120999,0.011751927971668661,-13.62733762704869,-1.9790427336034309,-12.078799870921493
squareDuctAve_Re_1100,1645,0.0,2.557828,1.5552754,0.0,-0.010046912,-0.008115425,0.0,-0.0077056233,0.01156609,-6.734721504799168,-0.10347099786547495,-0.0050622708279882975,-13.25999865244306,-1.9977383947205791,-12.027090119485186
squareDuctAve_Re_1100,1646,0.0,2.66628,1.7878654,0.0,-0.011130434,-0.010400287,0.0,-0.011097985,0.010499241,-6.562242399893808,-0.10734046563222949,-0.023698435000835252,-12.926559001602298,-2.02062702130645,-11.963361871054387
squareDuctAve_Re_1100,1647,0.0,2.4371543,1.9566954,0.0,-0.008693513,-0.012180727,0.0,-0.010903951,0.009321423,-6.406410957652038,-0.10731973231935969,-0.04288914059705048,-12.58217374911217,-1.994294509368486,-11.884613937168401
squareDuctAve_Re_1100,1648,0.0,2.3507025,1.9675298,0.0,-0.007307239,-0.012304093,0.0,-0.013377032,0.00921403,-6.265591888793689,-0.10373572455993303,-0.06137094805217139,-12.25258959300599,-1.944212243438847,-11.800571941505961
squareDuctAve_Re_1100,1649,0.0,2.2264917,2.1568553,0.0,-0.0049104635,-0.014459691,0.0,-0.015623391,0.0073374216,-6.127882625873628,-0.10072613914889181,-0.0803420780762048,-11.953210513124125,-1.9034093436844894,-11.712244586993346
squareDuctAve_Re_1100,1650,0.0,2.3343956,2.3643754,0.0,-0.005544825,-0.017020812,0.0,-0.019318506,0.0046042763,-5.999606761069037,-0.09644683216430301,-0.09883836375438027,-11.676564616785713,-1.8624867327214636,-11.627038053832305
squareDuctAve_Re_1100,1651,-1.5959726e-15,2.1107016,2.5404718,6.2342746e-18,-0.0021208115,-0.019367455,1.5585646999999998e-18,-0.01760258,0.0017527455,-5.88063637930049,-0.08947363417337516,-0.11658699836318172,-11.409302129318148,-1.8164641514865878,-11.550225735038387
squareDuctAve_Re_1100,1652,5.3444923e-14,2.0089881,2.5574605,0.0,0.0008898777,-0.019616302,-5.2192294e-17,-0.019481923,0.0014202438,-5.772507514896655,-0.07989331908248111,-0.13194646442483682,-11.16273906113732,-1.7696236729012151,-11.48931472756299
squareDuctAve_Re_1100,1653,0.0,1.9448828,2.7965364,0.0,0.0035574967,-0.023254361,0.0,-0.021973783,-0.003549522,-5.668450952876738,-0.07188792651610353,-0.14903432639443384,-10.928690657763534,-1.735466357012306,-11.43558593281603
squareDuctAve_Re_1100,1654,0.0,1.7902505,2.8823183,0.0,0.00730587,-0.024659218,0.0,-0.02063103,-0.0055453265,-5.573751587465723,-0.06065688216703723,-0.16257814970221926,-10.711685562861145,-1.692178572249266,-11.395920998081017
squareDuctAve_Re_1100,1655,2.4174137e-14,1.8174664,2.9974878,-4.7214996e-17,0.0076177455,-0.026799882,0.0,-0.023510259,-0.008722881,-5.486010385308692,-0.04805163159654792,-0.17564734195261528,-10.497068854916364,-1.6406772246841657,-11.36363259055007
squareDuctAve_Re_1100,1656,1.1562267e-14,1.6195471,3.160228,-1.1291282e-17,0.012885306,-0.030166822,-2.2582492e-17,-0.021137321,-0.013916054,-5.40565789789555,-0.03511170058241575,-0.1894254441587307,-10.284219637076545,-1.5824259725210923,-11.335370186842507
squareDuctAve_Re_1100,1657,0.0,1.5014775,3.2593894,0.0,0.017022397,-0.032556776,0.0,-0.021462241,-0.017883036,-5.331861244826067,-0.020359259836916485,-0.20142374474246805,-10.081066917603133,-1.5115914778843123,-11.308683001677608
squareDuctAve_Re_1100,1658,0.0,1.3512796,3.2794244,0.0,0.022100767,-0.033042043,0.0,-0.020170186,-0.018690355,-5.262270096900874,-0.003828190408044015,-0.2111026839171806,-9.889886234607966,-1.429856732220551,-11.281521602598355
squareDuctAve_Re_1100,1659,0.0,1.3061434,3.3950624,0.0,0.024055803,-0.036260262,0.0,-0.022288453,-0.02468151,-5.200890634752857,0.013494580486991394,-0.22201537814084688,-9.700940755205874,-1.337986267891063,-11.253539047577261
squareDuctAve_Re_1100,1660,0.0,1.1685054,3.4574146,0.0,0.028676277,-0.03815897,0.0,-0.018564349,-0.028559782,-5.144835719318232,0.033042709991618825,-0.23141740935362146,-9.520246552173322,-1.23056126261437,-11.219409458088537
squareDuctAve_Re_1100,1661,0.0,1.0908917,3.502717,0.0,0.031539805,-0.039663658,0.0,-0.01934534,-0.032069042,-5.0945187912559105,0.05452494595696839,-0.23973531476482615,-9.34944848878628,-1.1101304487896189,-11.177296052549595
squareDuctAve_Re_1100,1662,0.0,0.96363395,3.5444684,0.0,0.036000893,-0.04108413,0.0,-0.016873395,-0.03571575,-5.050813967687093,0.07767570614067244,-0.2474856095794565,-9.18970101872548,-0.9799390684021844,-11.126917012978627
squareDuctAve_Re_1100,1663,0.0,0.8139047,3.6104708,0.0,0.041044578,-0.043294534,0.0,-0.012421342,-0.042833436,-5.016750062864016,0.10251723855423509,-0.2554182555682465,-9.039942321455007,-0.8384919587731082,-11.066631821994314
squareDuctAve_Re_1100,1664,0.0,0.6873287,3.616048,0.0,0.04492246,-0.043420114,0.0,-0.009399705,-0.043600064,-4.985063080958274,0.12853754924519947,-0.2603237554933871,-8.909227088230075,-0.6999328144133965,-11.004624178827727
squareDuctAve_Re_1100,1665,0.0,0.5567784,3.6558316,0.0,0.048359238,-0.043902203,0.0,-0.005001947,-0.049269043,-4.964773822129038,0.15599007616823915,-0.26486980785330866,-8.789384004859729,-0.5506334667663644,-10.935172836289341
squareDuctAve_Re_1100,1666,0.0,0.42604107,3.6611948,0.0,0.05081846,-0.04385018,0.0,0.0003677067,-0.05005659,-4.94849510134858,0.18385630615016535,-0.26648850050386613,-8.687989086127892,-0.40928672041780956,-10.871689330522
squareDuctAve_Re_1100,1667,0.0,0.29759362,3.686444,0.0,0.05209587,-0.041807897,0.0,0.0062030456,-0.052571192,-4.942673342721684,0.2127617655111524,-0.2670208736566854,-8.600159642477418,-0.2567769136157659,-10.805780003165303
squareDuctAve_Re_1100,1668,0.0,0.16645671,3.6881263,0.0,0.05155648,-0.04157308,0.0,0.01277458,-0.052621234,-4.9428554202162855,0.24102238513524013,-0.2648715489503903,-8.532138974649467,-0.11142008846928461,-10.745113348967626
squareDuctAve_Re_1100,1669,0.0,0.033685658,3.7027495,0.0,0.049102798,-0.03696164,0.0,0.019806782,-0.04815364,-4.950321373681979,0.2699266688483669,-0.2624030884390655,-8.48290400330366,0.04360323962177018,-10.682636695806554
squareDuctAve_Re_1100,1670,-1.1085844e-14,-0.10608952,3.7075832,-1.7321657e-16,0.043895017,-0.03338746,4.3304143e-17,0.026620355,-0.04203522,-4.963075566781594,0.29723692593643936,-0.25950697329868555,-8.45769712592119,0.19008722396887015,-10.62023839034157
squareDuctAve_Re_1100,1671,-2.4142612e-14,-0.25832158,3.7085733,-3.7722956000000005e-16,0.036676224,-0.030742781,9.430721e-17,0.035730824,-0.036691234,-4.980438370887638,0.3218222021125205,-0.2577956880253408,-8.457010000777816,0.3229871195491714,-10.55157864584266
squareDuctAve_Re_1100,1672,1.2999753e-14,-0.42034206,3.7060409,2.0312047e-16,0.02289994,-0.02437758,-2.5390320000000002e-17,0.038042232,-0.023108782,-4.9954486936597995,0.34468090962719017,-0.260110648264837,-8.47556572769077,0.44195924627463223,-10.465863953299586
squareDuctAve_Re_1100,1673,0.0,-0.5855732,3.693971,0.0,0.009141986,-0.018035362,0.0,0.04697676,-0.008806733,-5.008143775406641,0.3616202969828925,-0.2649310224889976,-8.508089276491006,0.5241113912481565,-10.374068914097073
squareDuctAve_Re_1100,1674,5.9224046000000015e-16,-0.7081779,3.6654968,9.253757e-18,-0.009922909,-0.010194527,1.1567196e-18,0.04446737,0.010143692,-5.019253880048874,0.3700264375577968,-0.2681437263574551,-8.542196388181402,0.5589089608587322,-10.286918086539314
squareDuctAve_Re_1100,1675,0.0,-0.77347374,3.6142697,0.0,-0.02775336,-0.0019971235,0.0,0.039430574,0.032988664,-5.033204774175962,0.3660217403450829,-0.2644696923369304,-8.565057988064844,0.5441803028196464,-10.229526468658518
squareDuctAve_Re_1100,1676,-1.20819975e-14,-0.8131682,3.5769908,-1.8878112000000003e-16,-0.045659676,0.0012830802,-9.4390447e-17,0.03981001,0.044940855,-5.055385073709802,0.3440148428397433,-0.25279760085274877,-8.564626470160068,0.4836390105119575,-10.20380664034505
squareDuctAve_Re_1100,1677,0.0,-0.7390676,3.4863143,0.0,-0.065794796,0.0053552436,0.0,0.028643481,0.066982836,-5.083913237888236,0.29140494948383733,-0.2388435105022024,-8.524889809669554,0.3725024692886694,-10.166776732839987
squareDuctAve_Re_1100,1678,9.68041e-15,-0.609014,3.4362724,1.5125629000000002e-16,-0.076088175,0.0060702665,1.5125629000000002e-16,0.021081055,0.07581664,-5.121075108372381,0.20767912296682928,-0.2309547081080616,-8.467280915633072,0.23630546855255607,-10.131176042178879
squareDuctAve_Re_1100,1679,2.7140962e-14,-0.31178162,3.3752146,2.1203903e-16,-0.08389377,0.0059677227,4.2407806e-16,0.008165906,0.08381215,-5.133025480928297,0.08488819116144727,-0.22510906963600957,-8.406022211466995,0.08587259647634282,-10.122380639809606
squareDuctAve_Re_1100,1680,0.0,-0.0012799724,3.338281,0.0,-0.08422145,0.005173596,0.0,-0.0021311033,0.08413354,-5.099373871012725,-0.05402920369888217,-0.2191700081384198,-8.381174126259515,-0.0484909618864613,-10.11733080390863
squareDuctAve_Re_1100,1681,3.5569475e-14,0.3546118,3.3447945,-1.3894338e-16,-0.077512406,0.005384676,2.778864e-16,-0.015803322,0.07995974,-5.026971801614162,-0.16811935161217026,-0.21987359947752824,-8.400964099222996,-0.165217628541708,-10.110571823806053
squareDuctAve_Re_1100,1682,1.7954337e-14,0.5676051,3.3804424,-2.8053633000000004e-16,-0.06858886,0.0062721153,2.8053633000000004e-16,-0.026507948,0.06956314,-4.953329640912478,-0.24073009767737183,-0.23249552065911208,-8.442746026774023,-0.2731345824789357,-10.141018291688223
squareDuctAve_Re_1100,1683,0.0,0.73093677,3.4491472,0.0,-0.052469388,0.007790755,0.0,-0.03439297,0.052764606,-4.914254863978877,-0.2814148125310433,-0.24976393205446662,-8.485335509620974,-0.36996126330005014,-10.176185014813699
squareDuctAve_Re_1100,1684,0.0,0.76816654,3.5168293,0.0,-0.036492277,0.010797488,0.0,-0.037531093,0.03478853,-4.91312429125615,-0.302053523929155,-0.26277257539747606,-8.509942360219895,-0.4378316031695411,-10.198260237182653
squareDuctAve_Re_1100,1685,2.0504359e-14,0.7310197,3.5566292,0.0,-0.021491235,0.014163612,8.0095164e-17,-0.040650092,0.021918029,-4.931936594911445,-0.31390303334908815,-0.27078082598609804,-8.517276389753274,-0.47682294886230375,-10.232996636993224
squareDuctAve_Re_1100,1686,0.0,0.62407565,3.6054409,0.0,-0.004947644,0.021151917,0.0,-0.040797018,0.0020296255,-4.967217533205495,-0.3212167337850945,-0.2742961062357506,-8.515675487514267,-0.48279469833846833,-10.317841578257212
squareDuctAve_Re_1100,1687,3.97132e-15,0.47989815,3.6317112,-6.2052165e-17,0.0118029965,0.027289573,-1.9391231e-18,-0.04040147,-0.011759219,-4.99936832851381,-0.3219355609846655,-0.2759934474639325,-8.509722589172206,-0.4427046215900003,-10.429764122468299
squareDuctAve_Re_1100,1688,1.7888768e-14,0.322503,3.648351,-2.7951182000000005e-16,0.023007521,0.032013245,-3.4939113e-17,-0.03329323,-0.021280255,-5.024831319411531,-0.3161830285140805,-0.2778640852525347,-8.50856808687606,-0.35903488780556664,-10.544541718257658
squareDuctAve_Re_1100,1689,0.0,0.17796752,3.6633449,0.0,0.031953957,0.036797,-2.9963245e-17,-0.027646823,-0.029953921,-5.046263749704132,-0.3047541019805745,-0.279776804927303,-8.519643803875637,-0.2412214928372547,-10.662175583755854
squareDuctAve_Re_1100,1690,-2.3302896e-14,0.04417506,3.6817894,3.6410916e-16,0.037859403,0.043170027,0.0,-0.021797305,-0.040073235,-5.064431772976168,-0.2886170761914734,-0.28121501611914296,-8.547604752905496,-0.09714629998986424,-10.777412807417491
squareDuctAve_Re_1100,1691,-8.954049e-15,-0.08536269,3.6854355,0.0,0.041163616,0.044883605,3.4976687e-17,-0.01564383,-0.042410113,-5.0780102071731354,-0.27015455623177276,-0.2836119346216792,-8.59070515507591,0.049934438083575734,-10.87181445544543
squareDuctAve_Re_1100,1692,0.0,-0.21298032,3.6855567,0.0,0.04286773,0.045085005,0.0,-0.010069572,-0.042665787,-5.090651210714109,-0.24990274945110208,-0.2856188313456822,-8.647886068748058,0.1927087171550598,-10.943459376048212
squareDuctAve_Re_1100,1693,0.0,-0.3398179,3.6837444,0.0,0.043257,0.045718417,0.0,-0.0050423415,-0.043361656,-5.103124600070383,-0.22799855310067568,-0.28535542714171414,-8.721432822994554,0.34049606880623023,-11.007892460144697
squareDuctAve_Re_1100,1694,0.0,-0.46795326,3.6641955,0.0,0.042655773,0.045157716,0.0,-0.00056798075,-0.042166248,-5.114427411515245,-0.2052009331371766,-0.28333545724926046,-8.81246768232067,0.4955751285237259,-11.08059675898419
squareDuctAve_Re_1100,1695,0.0,-0.5962294,3.638522,0.0,0.041298844,0.044045933,0.0,0.0031974963,-0.04015782,-5.128615925271501,-0.18228307627719995,-0.28086162076267474,-8.917454200731543,0.6473581802473303,-11.156095124496085
squareDuctAve_Re_1100,1696,1.2266656e-14,-0.724383,3.6377409,-4.7916647e-17,0.03930606,0.044011936,-4.7916647e-17,0.0062374435,-0.040096473,-5.14842214603123,-0.15940557817789913,-0.277931404603873,-9.03623065608472,0.7968503469658229,-11.227614783019911
squareDuctAve_Re_1100,1697,0.0,-0.85835916,3.6030612,0.0,0.036559705,0.042631503,0.0,0.008962695,-0.037536558,-5.169479424309834,-0.1363146394781419,-0.2734286202184547,-9.174989387016964,0.9521460737583662,-11.296667635648268
squareDuctAve_Re_1100,1698,0.0,-1.0051522,3.5396693,0.0,0.032811522,0.040442903,0.0,0.012675536,-0.033482693,-5.1930103552297755,-0.11333490733537716,-0.2669993423887942,-9.332950943056789,1.105525639028269,-11.35563304777136
squareDuctAve_Re_1100,1699,0.0,-1.1068947,3.4806316,0.0,0.03033943,0.038623024,0.0,0.013710678,-0.03020372,-5.226241919160471,-0.09084859015614881,-0.2603604392366947,-9.50398226879723,1.2493797542698697,-11.407966920055276
squareDuctAve_Re_1100,1700,0.0,-1.1905975,3.417441,0.0,0.028176116,0.036840208,0.0,0.014451138,-0.027097581,-5.266264233970059,-0.06895989504207718,-0.25222903182433415,-9.690312443375982,1.384295285944939,-11.456744879436908
squareDuctAve_Re_1100,1701,0.0,-1.2688415,3.3228946,3.6713207e-17,0.026005311,0.034457944,1.4685295000000002e-16,0.01478746,-0.023156418,-5.313757849088129,-0.04814706647717498,-0.2420596051685201,-9.88982087984496,1.5065540952113254,-11.503484688002029
squareDuctAve_Re_1100,1702,2.2224331000000003e-16,-1.4241288,3.3033807,0.0,0.021765519,0.034017377,0.0,0.016732268,-0.022464057,-5.371836417240443,-0.027811611385997765,-0.232219267428972,-10.099336632997536,1.6233485856999015,-11.555808490758551
squareDuctAve_Re_1100,1703,0.0,-1.5461011,3.2106845,0.0,0.018239794,0.031924646,0.0,0.017209694,-0.019175554,-5.434630254850957,-0.00869368123805769,-0.219290111961433,-10.327150715726782,1.7331469559860782,-11.606543557301514
squareDuctAve_Re_1100,1704,0.0,-1.7536948,3.0475128,1.4747428e-18,0.013288627,0.028675936,-4.71916e-17,0.020251302,-0.014344911,-5.50514688039828,0.008831400623151402,-0.2036603516633669,-10.57187405391416,1.8325879235188827,-11.656585529779605
squareDuctAve_Re_1100,1705,-1.6578019e-14,-1.7331138,2.934508,-8.0947225e-18,0.0130596105,0.026598882,6.475771000000001e-17,0.01800428,-0.01137099,-5.585870491106918,0.025387095435535956,-0.18888205261060526,-10.8221754525926,1.9257289290061845,-11.704171221234404
squareDuctAve_Re_1100,1706,-4.702129e-14,-1.8990735,2.8422072,-2.2959599e-17,0.009360016,0.025046507,9.1838654e-17,0.019972328,-0.009274343,-5.675499586919932,0.039419727089309096,-0.17339894734645464,-11.074208843317445,2.001260595428259,-11.74466786482345
squareDuctAve_Re_1100,1707,0.0,-1.9617095,2.60349,0.0,0.007076024,0.021243155,0.0,0.018120863,-0.004420544,-5.774519906929285,0.04978760267872919,-0.1539736236459624,-11.341976522373452,2.0540884322648956,-11.780840506411296
squareDuctAve_Re_1100,1708,0.0,-2.084201,2.5968018,0.0,0.0040315213,0.021139054,0.0,0.017258476,-0.0042911237,-5.879410282653266,0.060955187222602396,-0.13770397536082368,-11.623912531576833,2.1204954026647287,-11.823936946671276
squareDuctAve_Re_1100,1709,0.0,-2.3130085,2.4212291,0.0,0.00040254465,0.018590068,0.0,0.019317385,-0.0014583591,-5.995914437661222,0.06845054192227965,-0.11895421947504695,-11.917930533948219,2.1631487350753735,-11.8639196577605
squareDuctAve_Re_1100,1710,0.0,-2.2117918,2.2128918,0.0,0.001262119,0.015759354,0.0,0.016079491,0.0013025191,-6.122723652829765,0.07243728574035492,-0.10017401442645556,-12.204648473382559,2.176210042685641,-11.900680515305709
squareDuctAve_Re_1100,1711,-7.296949e-15,-2.3837128,2.0564203,-7.125933000000001e-18,-0.0016640006,0.013799795,7.125933000000001e-18,0.0149641745,0.0029034019,-6.259547963429356,0.07508671125432997,-0.08185349010902733,-12.506618181611376,2.180805939243778,-11.942436367787787
squareDuctAve_Re_1100,1712,1.9276143e-15,-2.4409685,2.0104218,1.8824335e-18,-0.002687378,0.013223691,-1.8824335e-18,0.012726465,0.0033740809,-6.399069426239663,0.07912312344630992,-0.06507193471958946,-12.844606684772133,2.2020364792546685,-11.991721814349305
squareDuctAve_Re_1100,1713,0.0,-2.6764479,1.8385864,0.0,-0.005396382,0.01125051,0.0,0.013327013,0.004683376,-6.5541363212708745,0.07955765704864327,-0.04798546137200973,-13.17839360093735,2.1813341969998032,-12.036836339551511
squareDuctAve_Re_1100,1714,0.0,-2.5697675,1.6008991,0.0,-0.004264783,0.008736551,0.0,0.0102759125,0.006006249,-6.7264367479936995,0.07628307565166276,-0.03159140557585987,-13.484661477288125,2.1055417727505867,-12.07862099125039
squareDuctAve_Re_1100,1715,0.0,-2.6837633,1.5988069,0.0,-0.0051983087,0.008716909,0.0,0.007924574,0.006012604,-6.896771355908012,0.0762430208333755,-0.017473465944059744,-13.844306761207566,2.0546023612981377,-12.125737317965676
squareDuctAve_Re_1100,1716,0.0,-2.9963398,1.3896561,-7.108836e-18,-0.007620698,0.0067640548,-3.5544302e-18,0.006697207,0.0066260467,-7.099762149137902,0.07160213134235581,-0.0028140806622227615,-14.208021499306879,1.9483413844334225,-12.18392393025992
squareDuctAve_Re_1100,1717,0.0,-2.7983124,1.2072991,0.0,-0.0056734215,0.005235486,0.0,0.0053042653,0.0068121753,-7.308983297277775,0.06736816175369235,0.008716690365316651,-14.553721882115418,1.8221450474051397,-12.250734301502757
squareDuctAve_Re_1100,1718,-1.858662e-15,-2.9593961,1.1609031,-3.6301946e-18,-0.006287608,0.0048917728,0.0,0.0031955508,0.006773264,-7.522453449814119,0.0649961091223591,0.018534285185305872,-14.936983827416993,1.7038177490653585,-12.328820970325603
squareDuctAve_Re_1100,1719,-5.8515115e-15,-2.9879467,1.0237128,-5.714359299999999e-18,-0.0055881892,0.0038753971,-5.714359299999999e-18,0.0011225812,0.0066582053,-7.778711110297708,0.05915568089313263,0.02794085732108681,-15.358111102799855,1.554579597433005,-12.445254139206533
squareDuctAve_Re_1100,1720,-4.0762283e-15,-3.2924166,0.82985926,-3.9806847e-18,-0.0066732815,0.0026428874,-3.9806847e-18,-0.0011104074,0.0061297608,-8.07132607934293,0.05243924249088429,0.035807402102497374,-15.843153620439674,1.398286454406283,-12.604446666808586
squareDuctAve_Re_1100,1721,0.0,-3.0998797,0.6937255,0.0,-0.005014335,0.0018886455,0.0,-0.0011957446,0.0055701565,-8.385742710429836,0.04664163815128309,0.04226094112589346,-16.360512851509043,1.238086633581181,-12.792992493735596
